"","MIMU - State/Region Pcode","MIMU - State/Region Name","MIMU - District Pcode","MIMU - District Name","MIMU - Township Pcode","MIMU - Township Name","Conventional households - Number","Conventional households - Male- headed","Conventional households - Female- headed","Conventional households - Female- headed households (%)","Population  in .... - Conventional households","Population  in .... - Institutions","Mean household size","Households consisting of: - 1 person","Households consisting of: - 2 persons","Households consisting of: - 3  persons","Households consisting of: - 4  persons","Households consisting of: - 5  persons","Households consisting of: - 6  persons","Households consisting of: - 7  persons","Households consisting of: - 8  persons","Households consisting of: - 9 and more","Type of housing unit - Total","Type of housing unit - Apartment/ Condominium","Type of housing unit - Bungalow/ Brick house","Type of housing unit - Semi-pacca house","Type of housing unit - Wooden house","Type of housing unit - Bamboo","Type of housing unit - Hut 2 - 3 years","Type of housing unit - Hut 1 year","Type of housing unit - Other","Type of ownership - Total","Type of ownership - Owner","Type of ownership - Renter","Type of ownership - Provided free (individually)","Type of ownership - Government Quarters","Type of ownership - Private Company Quarters","Type of ownership - Other","Type of toilet - Total","Type of toilet - Flush","Type of toilet - Water seal (Improved pit latrine)","Type of toilet - Safe sanitation (%)","Type of toilet - Pit (Traditional pit latrine)","Type of toilet - Bucket (Surface latrine)","Type of toilet - Other","Type of toilet - None","Roof - Total","Roof - Dhani/Theke/ In leaf","Roof - Bamboo","Roof - Wood","Roof - Corrugated sheet","Roof - Tile/Brick/ Concrete","Roof - Other","Walls - Total","Walls - Dhani/Theke/ In leaf","Walls - Bamboo","Walls - Earth","Walls - Wood","Walls - Corrugated sheet","Walls - Tile/Brick/ Concrete","Walls - Other","Floors - Total","Floors - Bamboo","Floors - Earth","Floors - Wood","Floors - Tile/Brick/ Concrete","Floors - Other","Source of lighting - Total","Source of lighting - Electricity","Source of lighting - Kerosene","Source of lighting - Candle","Source of lighting - Battery","Source of lighting - Generator (private)","Source of lighting - Water mill (private)","Source of lighting - Solar system/energy","Source of lighting - Other","Source of drinking water - Total","Source of drinking water - Tap water/ Piped","Source of drinking water - Tube well, borehole","Source of drinking water - Protected well/ Spring","Source of drinking water - Unprotected well/Spring","Source of drinking water - Pool/Pond/ Lake","Source of drinking water - River/stream/ canal","Source of drinking water - Waterfall/ Rain water","Source of drinking water - Bottled water/ Water purifier","Source of drinking water - Tanker/ Truck","Source of drinking water - Other","Source of non-drinking water - Total","Source of non-drinking water - Tap water/ Piped","Source of non-drinking water - Tube well, borehole","Source of non-drinking water - Protected well/ Spring","Source of non-drinking water - Unprotected well/Spring","Source of non-drinking water - Pool/Pond/ Lake","Source of non-drinking water - River/stream/ canal","Source of non-drinking water - Waterfall/ Rain water","Source of non-drinking water - Bottled water/ Water purifier","Source of non-drinking water - Tanker/ Truck","Source of non-drinking water - Other","Type of cooking fuel - Total","Type of cooking fuel - Electricity","Type of cooking fuel - LPG","Type of cooking fuel - Kerosene","Type of cooking fuel - BioGas","Type of cooking fuel - Firewood","Type of cooking fuel - Charcoal","Type of cooking fuel - Coal","Type of cooking fuel - Straw/Grass","Type of cooking fuel - Other","Availability of communication and related amenities - Conventional households","Availability of communication and related amenities - Radio","Availability of communication and related amenities - Television","Availability of communication and related amenities - Land line phone","Availability of communication and related amenities - Mobile phone","Availability of communication and related amenities - Computer","Availability of communication and related amenities - Internet at home","Availability of of transportation items - Conventional households","Availability of of transportation items - Car/Truck/ Van","Availability of of transportation items - Motorcycle/ Moped","Availability of of transportation items - Bicycle","Availability of of transportation items - 4-Wheel tractor","Availability of of transportation items - Canoe/Boat","Availability of of transportation items - Motor boat","Availability of of transportation items - Cart (bullock)"
"205","MMR013","Yangon","MMR013D001","Yangon (North)","MMR013008","Hlaingtharya",148711,118386,30325,20.3919010698603,663463,24404,4.46142518038343,4616,23208,29908,29764,22561,15347,9462,6962,6883,148711,14289,9606,17161,69538,32302,2123,1599,2093,148711,58666,81378,2097,1066,1941,3563,148711,2525,137655,94.2633698919381,3187,1145,619,3580,148711,23325,386,218,120741,3336,705,148711,15023,58101,82,33648,2499,36886,2472,148711,25347,740,80111,40154,2359,148711,113503,181,3597,12612,17935,124,330,429,148711,12757,23669,187,25,8724,11,149,99124,1471,2594,148711,4545,137159,581,348,4249,159,5,419,60,1186,148711,61386,702,18,370,8858,73724,1726,4,1923,148711,15429,93222,4184,71432,4843,12662,148711,4068,14581,73806,561,157,150,383
"206","MMR013","Yangon","MMR013D002","Yangon (East)","MMR013009","Thingangyun",43320,30120,13200,30.4709141274238,201316,8170,4.6471837488458,2042,5510,8018,8763,6832,4497,2859,2093,2706,43320,15549,4792,5110,15908,1028,231,139,563,43320,24773,13721,1710,2013,395,708,43320,5796,36523,97.6892890120037,639,36,79,247,43320,987,36,56,37661,4348,232,43320,776,5491,15,9914,1950,24576,598,43320,492,147,18612,23544,525,43320,42137,27,579,418,49,2,3,105,43320,8204,6331,241,22,7,1,14,28251,67,182,43320,20874,21351,692,36,49,NA,1,70,1,246,43320,28419,2249,5,504,746,10404,427,NA,566,43320,8478,38352,5497,35436,8570,14004,43320,6765,1145,20959,23,16,10,51
"207","MMR013","Yangon","MMR013D002","Yangon (East)","MMR013010","Yankin",14637,9596,5041,34.4401175104188,66792,4154,4.56323017011683,784,1974,2781,2925,2156,1443,983,713,878,14637,6460,1837,1620,4290,194,76,23,137,14637,7902,3347,371,2540,173,304,14637,5069,9428,99.0435198469632,35,13,10,82,14637,301,3,19,9645,4584,85,14637,67,1030,4,3335,355,9703,143,14637,94,62,5145,9201,135,14637,14486,7,85,38,5,1,1,14,14637,6690,257,252,44,1,NA,NA,7318,33,42,14637,13058,871,560,84,1,NA,NA,17,NA,46,14637,10869,1503,1,35,332,1694,115,NA,88,14637,5542,13631,4093,13270,4767,5663,14637,3650,273,4852,9,1,1,15
"208","MMR013","Yangon","MMR013D002","Yangon (East)","MMR013011","South Okkalapa",32725,22904,9821,30.0106951871658,153687,7439,4.69631779984721,1290,3816,6191,6831,5151,3467,2280,1639,2060,32725,2299,5809,7093,15829,1348,89,34,224,32725,18924,9355,2754,920,293,479,32725,3279,28663,97.607333842628,642,58,10,73,32725,728,26,57,30772,1064,78,32725,381,4388,12,12864,742,14165,173,32725,851,110,18520,12753,491,32725,32130,7,161,338,51,NA,1,37,32725,9865,4758,24,5,12,3,13,17982,49,14,32725,22379,10163,81,8,28,2,1,42,NA,21,32725,22136,1622,8,252,901,7370,174,1,261,32725,6334,29667,4461,27068,6447,7948,32725,5541,1258,22098,44,17,10,36
"209","MMR013","Yangon","MMR013D002","Yangon (East)","MMR013012","North Okkalapa",64756,47111,17645,27.2484402989684,313240,20053,4.83723515967632,2156,7486,11853,13166,10279,6988,4648,3484,4696,64756,2096,8633,10642,36459,5679,430,90,727,64756,39317,19839,3349,1204,440,607,64756,2789,59204,95.7332139106801,2152,319,23,269,64756,2704,160,103,61005,574,210,64756,1847,18928,34,21516,1778,19864,789,64756,3476,308,39705,20409,858,64756,59365,25,671,3925,607,22,41,100,64756,40429,4360,201,12,175,NA,22,19214,44,299,64756,55662,7853,477,31,256,NA,NA,130,3,344,64756,38128,1165,10,511,2468,21383,606,4,481,64756,10320,54959,3195,46986,6906,15195,64756,4977,5500,42232,88,20,37,142
"210","MMR013","Yangon","MMR013D002","Yangon (East)","MMR013013","Thaketa",45456,32313,13143,28.9136747624076,212290,8266,4.67023055262232,1628,5333,8762,9630,7220,4815,3125,2230,2713,45456,3868,3454,8015,27030,2174,181,225,509,45456,23224,13820,4563,2425,641,783,45456,1810,41344,94.9357620556142,1686,386,26,204,45456,1694,41,59,42394,1130,138,45456,423,7746,27,21228,1680,13778,574,45456,1465,144,29514,13782,551,45456,43437,9,522,901,510,8,16,53,45456,5132,5429,48,15,3177,9,195,31329,82,40,45456,12642,31055,117,12,1352,3,7,139,1,128,45456,28804,631,4,345,1672,13389,314,2,295,45456,5523,39125,2254,35359,5264,10812,45456,3884,1932,28462,76,31,29,75
"211","MMR013","Yangon","MMR013D002","Yangon (East)","MMR013014","Dawbon",14409,10303,4106,28.4960788396141,72683,2642,5.04427788187938,454,1479,2568,2824,2263,1649,1079,800,1293,14409,2356,948,2263,8088,579,13,28,134,14409,7269,5775,295,524,397,149,14409,307,13655,96.8977722256923,187,152,72,36,14409,459,8,30,12852,1027,33,14409,218,2015,8,5743,874,5468,83,14409,333,37,8676,5172,191,14409,13948,11,178,67,181,3,8,13,14409,2375,5263,34,NA,139,NA,6,6567,9,16,14409,4194,9508,59,3,554,2,NA,19,1,69,14409,10049,138,2,90,362,3546,148,NA,74,14409,2060,12512,554,11236,1313,3178,14409,968,226,6802,19,92,73,17
"212","MMR013","Yangon","MMR013D002","Yangon (East)","MMR013015","Tamwe",35360,23978,11382,32.1889140271493,156340,8973,4.42138009049774,1824,5003,7016,7292,5506,3386,2059,1476,1798,35360,29261,2022,1340,2362,172,58,15,130,35360,22307,10578,979,1109,186,201,35360,6140,29127,99.7369909502262,52,3,13,25,35360,200,4,194,30789,4113,60,35360,62,543,5,2040,349,32296,65,35360,133,52,4609,30246,320,35360,35254,22,42,19,4,NA,NA,19,35360,11823,758,105,NA,NA,1,6,22565,73,29,35360,30816,4197,176,1,2,NA,2,145,1,20,35360,29183,2439,3,343,111,2996,94,NA,191,35360,9266,33464,7268,33432,12194,13106,35360,8064,329,4301,36,23,46,40
"213","MMR013","Yangon","MMR013D002","Yangon (East)","MMR013016","Pazundaung",10306,6873,3433,33.3106928003105,45347,3108,4.40005821851349,650,1428,1957,2166,1543,994,592,456,520,10306,8460,434,769,480,107,6,1,49,10306,6866,2552,321,365,53,149,10306,3011,7260,99.6603920046575,12,NA,1,22,10306,113,3,40,6914,3211,25,10306,102,31,2,463,119,9566,23,10306,3,9,1865,8217,212,10306,10240,7,39,11,NA,NA,NA,9,10306,3079,4,1,NA,2,2,1,7162,24,31,10306,10162,91,3,NA,2,NA,NA,17,1,30,10306,8374,907,NA,245,13,699,19,NA,49,10306,2719,9714,3530,9704,4241,4465,10306,2664,47,511,8,6,11,10
"214","MMR013","Yangon","MMR013D002","Yangon (East)","MMR013017","Botahtaung",8397,5872,2525,30.0702631892342,36661,4334,4.36596403477432,514,1103,1690,1776,1341,793,459,314,407,8397,6986,277,290,630,159,NA,5,50,8397,4468,1337,227,2165,93,107,8397,2427,5932,99.5474574252709,8,1,1,28,8397,152,1,10,6433,1776,25,8397,7,228,2,524,210,7409,17,8397,146,9,1296,6872,74,8397,8334,3,35,16,2,NA,NA,7,8397,1980,11,33,3,1,NA,NA,6343,22,4,8397,8227,91,48,3,14,NA,NA,11,NA,3,8397,6753,732,1,99,41,709,17,NA,45,8397,3444,7920,2728,7823,3354,3723,8397,2143,121,1288,13,11,19,13
"215","MMR013","Yangon","MMR013D002","Yangon (East)","MMR013018","Dagon Myothit (South)",76984,59357,17627,22.8969656032422,358350,13296,4.6548633482282,2406,9186,14909,15966,12557,8541,5332,3577,4510,76984,3291,4855,7098,46860,11790,874,685,1531,76984,40931,28549,3038,1264,837,2365,76984,1172,72608,95.8380962277876,2083,138,32,951,76984,6269,188,118,69664,558,187,76984,3013,30928,60,24926,2101,14262,1694,76984,8028,415,52877,14661,1003,76984,64808,408,2505,6124,2684,67,154,234,76984,9646,21566,115,39,7893,10,79,36407,288,941,76984,19324,49845,278,45,5214,12,4,114,56,2092,76984,39529,603,45,264,8040,27491,481,1,530,76984,13243,60271,2592,47585,4223,9251,76984,3702,7836,50200,389,241,252,787
"216","MMR013","Yangon","MMR013D002","Yangon (East)","MMR013019","Dagon Myothit (North)",42704,31678,11026,25.8195953540652,200629,3319,4.69813132259273,1512,5287,8095,8900,6638,4504,2915,2181,2672,42704,3274,9769,5323,19201,3761,326,153,897,42704,23079,14753,2468,724,907,773,42704,4807,36584,96.9253465717497,953,208,41,111,42704,1870,66,81,39343,1210,134,42704,642,7653,18,16037,505,17418,431,42704,2524,200,22771,16612,597,42704,39967,29,624,1705,219,NA,20,140,42704,7847,11043,56,2,538,1,37,22981,61,138,42704,14609,26901,145,3,644,2,NA,43,4,353,42704,30816,2297,3,381,2039,6801,110,1,256,42704,13417,37961,3789,35386,8598,14303,42704,6360,3242,30575,62,28,37,123
"217","MMR013","Yangon","MMR013D002","Yangon (East)","MMR013020","Dagon Myothit (East)",33913,25590,8323,24.5422109515525,155258,10370,4.57812638221331,1202,4317,6543,7024,5420,3743,2298,1524,1842,33913,791,3280,2893,17461,7494,745,573,676,33913,18870,10090,1310,872,559,2212,33913,926,31086,94.3944799929231,1025,266,18,592,33913,4568,55,62,28796,302,130,33913,3266,13092,22,9520,481,6439,1093,33913,5746,268,20702,6657,540,33913,23883,272,1592,6345,1257,3,334,227,33913,3244,13132,48,136,3491,158,24,13149,33,498,33913,5405,24039,81,136,3395,208,1,37,NA,611,33913,16174,335,15,201,5815,10987,124,15,247,33913,11691,25292,746,22938,2242,6137,33913,1762,3552,22555,76,95,61,495
"218","MMR013","Yangon","MMR013D002","Yangon (East)","MMR013021","Dagon Myothit (Seikkan)",37905,30570,7335,19.3510091017016,159313,8135,4.20295475530933,1868,5937,8121,7751,5902,3609,2117,1391,1209,37905,8972,780,1313,12518,12726,696,550,350,37905,19894,14446,932,602,841,1190,37905,489,34642,92.6817042606516,1157,243,87,1287,37905,8590,75,45,28503,578,114,37905,4204,16043,14,5301,557,10815,971,37905,10026,231,16125,11068,455,37905,21581,219,2514,7699,5449,45,274,124,37905,382,7874,154,12,5310,7,36,23944,64,122,37905,5262,28119,398,12,3243,41,1,35,12,782,37905,16170,109,10,69,8471,12431,194,2,449,37905,8611,23586,782,20606,2039,4165,37905,1103,4623,19304,144,149,93,604
"219","MMR013","Yangon","MMR013D002","Yangon (East)","MMR013022","Mingalartaungnyunt",25918,18179,7739,29.8595570645883,126134,6360,4.86665637780693,1227,2939,4493,5134,4223,2735,1749,1367,2051,25918,19003,698,1003,4537,433,56,45,143,25918,13977,6786,532,3870,429,324,25918,3402,21985,97.9512308048461,52,67,162,250,25918,309,11,136,17527,7779,156,25918,46,895,5,3861,437,20535,139,25918,276,55,5462,19923,202,25918,25588,13,162,93,37,1,2,22,25918,10090,280,22,3,11,2,1,15399,55,55,25918,24955,801,37,8,10,NA,NA,57,NA,50,25918,18525,1548,8,301,212,5093,83,NA,148,25918,4362,23847,5029,23591,6655,7141,25918,4602,204,2809,28,19,18,29
"220","MMR013","Yangon","MMR013D003","Yangon (South)","MMR013023","Thanlyin",61597,47125,14472,23.4946507135088,253923,14140,4.122327386074,2949,9044,14045,13844,9421,5588,3162,2034,1510,61597,3097,5076,5569,26851,19565,512,357,570,61597,44779,10096,1620,3989,770,343,61597,1534,55712,92.9363443024823,1518,1544,155,1134,61597,16839,236,84,43431,955,52,61597,4382,28132,43,15138,565,11962,1375,61597,15152,459,32117,13279,590,61597,29199,2784,5689,16023,5710,81,1723,388,61597,1392,24925,10389,3602,14190,33,185,5595,91,1195,61597,3062,29188,9770,3618,14545,60,5,63,19,1267,61597,17877,645,77,382,19369,20645,443,4,2155,61597,12407,40478,2406,34221,3308,6175,61597,2140,18007,21011,1276,454,458,4900
"221","MMR013","Yangon","MMR013D003","Yangon (South)","MMR013024","Kyauktan",42469,34271,8198,19.3034919588406,162207,5241,3.81942122489345,2216,6760,11096,10179,6176,3184,1572,774,512,42469,644,1448,2475,16213,20194,923,440,132,42469,37375,3046,1098,521,311,118,42469,247,27214,64.6612823471238,1340,10122,154,3392,42469,20897,54,35,21372,72,39,42469,9521,17882,14,10834,169,3903,146,42469,12129,177,26577,3307,279,42469,12362,8855,5125,9750,2441,19,2752,1165,42469,1808,2188,3964,1098,32290,15,103,868,5,130,42469,2296,3429,3221,1003,32321,16,3,34,2,144,42469,7599,129,104,113,25164,2414,123,141,6682,42469,14520,21744,1942,17390,735,2614,42469,623,12512,16011,2389,886,1512,6541
"222","MMR013","Yangon","MMR013D003","Yangon (South)","MMR013025","Thongwa",40087,31932,8155,20.3432534238032,155573,2303,3.88088407713224,2081,5947,10069,9700,6237,3226,1602,767,458,40087,59,1015,1961,17685,18163,574,377,253,40087,38633,720,469,115,62,88,40087,239,27291,68.6756305036545,821,5422,244,6070,40087,17433,69,49,22422,73,41,40087,4635,19684,16,12630,107,2663,352,40087,9385,94,28773,1520,315,40087,7055,12664,3114,10526,542,14,5368,804,40087,1256,47,3,40,38644,13,10,68,NA,6,40087,1279,587,9,50,38138,13,NA,2,NA,9,40087,3891,17,213,32,29909,1511,106,133,4275,40087,13950,20240,2254,12578,604,1785,40087,528,12465,21964,3780,720,823,8715
"223","MMR013","Yangon","MMR013D003","Yangon (South)","MMR013026","Kayan",39314,31430,7884,20.0539248105001,155989,2030,3.96777229485679,1778,5674,9284,9640,6402,3496,1753,815,472,39314,101,842,1834,18392,17216,540,341,48,39314,38075,630,441,129,16,23,39314,181,37213,95.1162435773516,178,242,59,1441,39314,13431,69,22,25655,109,28,39314,1168,23634,21,11970,60,2271,190,39314,8604,94,29381,1022,213,39314,6443,13732,2690,11519,1788,34,2541,567,39314,62,59,2,36,38960,12,72,110,NA,1,39314,78,226,2,52,38921,24,4,5,NA,2,39314,2964,28,217,28,29759,1120,42,205,4951,39314,15356,18446,2006,11113,526,1376,39314,468,12317,22280,2045,634,827,8558
"224","MMR013","Yangon","MMR013D003","Yangon (South)","MMR013027","Twantay",51602,41597,10005,19.3887833804891,221372,5464,4.28998876012558,2207,6570,10709,11452,8696,5499,3221,1801,1447,51602,208,1666,2181,18112,27597,1146,603,89,51602,47156,1875,1532,422,550,67,51602,388,37297,73.0301151118174,4707,4538,69,4603,51602,24583,57,41,26608,205,108,51602,18779,18391,17,10023,174,3810,408,51602,20138,304,27012,3790,358,51602,8446,13080,8745,15203,3391,26,2673,38,51602,41,15204,4928,3668,22400,4919,82,320,2,38,51602,41,19197,3004,3746,16808,8747,10,12,NA,37,51602,4226,62,240,84,43005,1932,110,535,1408,51602,20369,27114,2740,16828,591,1947,51602,534,10285,16419,973,2994,3418,3094
"225","MMR013","Yangon","MMR013D003","Yangon (South)","MMR013028","Kawhmu",29792,23744,6048,20.3007518796992,116415,2635,3.90759264232009,1742,4613,6958,6913,4596,2599,1356,634,381,29792,119,639,782,9285,17880,696,319,72,29792,28213,656,598,181,49,95,29792,117,20647,69.6965628356606,1393,3317,283,4035,29792,17196,14,24,12477,23,58,29792,15889,7417,8,4760,64,1392,262,29792,11559,103,16542,1349,239,29792,5862,5489,8998,6532,1365,2,1479,65,29792,15,5172,7093,2026,15044,72,279,47,NA,44,29792,25,7336,4795,2497,12337,2747,8,NA,1,46,29792,1855,5,138,14,23242,241,16,177,4104,29792,11755,12933,1299,8972,263,760,29792,208,5979,9030,889,1456,1424,4249
"226","MMR013","Yangon","MMR013D003","Yangon (South)","MMR013029","Kungyangon",28352,22846,5506,19.4201467268623,109588,2044,3.86526523702032,1622,4255,6891,6932,4330,2331,1132,568,291,28352,95,897,756,11275,14657,312,244,116,28352,26980,709,461,121,23,58,28352,145,23733,84.2198081264108,158,653,57,3606,28352,16048,15,18,12185,25,61,28352,11602,9329,6,5477,57,1617,264,28352,6519,85,20154,1423,171,28352,6797,4345,6751,7129,1342,7,1739,242,28352,263,2879,6201,477,18088,10,343,69,NA,22,28352,62,9010,8067,1435,9116,641,9,3,NA,9,28352,1601,3,45,35,22517,320,11,17,3803,28352,10231,10921,1401,9501,216,838,28352,211,6119,9637,987,907,1510,4160
"227","MMR013","Yangon","MMR013D003","Yangon (South)","MMR013030","Dala",37912,29502,8410,22.1829499894493,170363,2494,4.49364317366533,1357,4482,7625,8260,6236,4196,2508,1570,1678,37912,421,636,1278,18949,15198,489,515,426,37912,26479,7777,1359,1153,31,1113,37912,222,31952,84.8649504114792,858,2161,98,2621,37912,12177,57,49,25314,224,91,37912,8493,14095,23,11688,933,2139,541,37912,12339,150,23150,1880,393,37912,18270,1138,3887,7571,6202,87,645,112,37912,642,87,41,47,32379,22,2171,2196,259,68,37912,3870,1128,194,55,32522,42,51,17,5,28,37912,8278,61,22,68,9807,17178,157,17,2324,37912,6784,23450,986,18208,1160,2949,37912,366,6726,16074,602,449,655,2349
"228","MMR013","Yangon","MMR013D003","Yangon (South)","MMR013031","Seikgyikanaungto",7729,5974,1755,22.7066890930263,33251,752,4.30210894035451,345,1041,1571,1649,1293,815,498,285,232,7729,22,43,186,5153,2246,32,28,19,7729,6106,1245,233,74,33,38,7729,14,6658,86.3242334066503,60,697,2,298,7729,1467,6,19,6205,19,13,7729,1488,3349,4,1999,483,224,182,7729,1818,18,5609,224,60,7729,5905,14,1345,426,13,NA,14,12,7729,2,4,1,2,7104,NA,69,246,NA,301,7729,5,54,5,6,7648,5,2,4,NA,NA,7729,3692,2,NA,9,1902,2086,13,NA,25,7729,1488,5280,388,3835,198,870,7729,38,641,3530,19,223,36,53
"229","MMR013","Yangon","MMR013D003","Yangon (South)","MMR013032","Cocokyun",351,323,28,7.97720797720798,1172,768,3.33903133903134,25,71,113,82,35,16,6,2,1,351,49,14,9,167,5,95,2,10,351,132,14,20,182,2,1,351,3,322,92.5925925925926,NA,NA,NA,26,351,31,1,NA,245,NA,74,351,7,27,NA,78,88,72,79,351,73,2,183,86,7,351,326,15,9,1,NA,NA,NA,NA,351,90,1,20,3,72,10,133,21,1,NA,351,167,1,71,48,33,10,2,NA,19,NA,351,13,1,NA,1,329,7,NA,NA,NA,351,143,203,2,93,15,8,351,2,90,182,7,NA,10,3
"230","MMR013","Yangon","MMR013D004","Yangon (West)","MMR013033","Kyauktada",6120,3779,2341,38.2516339869281,25754,4099,4.20816993464052,548,983,1172,1156,870,527,320,234,310,6120,5913,175,13,8,NA,2,NA,9,6120,4207,1321,151,354,32,55,6120,1979,4130,99.8202614379085,7,NA,1,3,6120,NA,1,19,5049,1045,6,6120,NA,2,NA,84,33,5997,4,6120,NA,7,385,5682,46,6120,6116,1,NA,1,NA,NA,NA,2,6120,1810,72,NA,NA,NA,NA,1,4142,26,69,6120,5863,174,1,NA,NA,NA,NA,81,NA,1,6120,4968,490,NA,150,6,454,27,NA,25,6120,1396,5734,3027,5807,2794,2410,6120,1526,26,96,6,5,4,5
"231","MMR013","Yangon","MMR013D004","Yangon (West)","MMR013034","Pabedan",6563,4214,2349,35.7915587383818,31328,2008,4.77342678653055,474,858,1049,1179,1057,653,442,309,542,6563,5847,468,229,10,NA,1,1,7,6563,4937,1215,246,82,32,51,6563,1848,4704,99.8323937223831,7,NA,NA,4,6563,2,NA,8,5419,1132,2,6563,NA,1,NA,85,14,6460,3,6563,NA,1,311,6217,34,6563,6561,NA,1,NA,NA,NA,NA,1,6563,2133,125,NA,NA,NA,NA,1,4280,22,2,6563,5764,790,2,NA,NA,NA,NA,5,NA,2,6563,5104,682,1,113,4,586,16,1,56,6563,1282,5995,3195,6201,2192,2811,6563,1539,7,67,4,3,9,4
"232","MMR013","Yangon","MMR013D004","Yangon (West)","MMR013035","Lanmadaw",8599,5418,3181,36.9926735666938,36302,10858,4.22165368066054,716,1293,1667,1751,1271,723,462,328,388,8599,7699,396,188,247,33,16,6,14,8599,5394,1912,343,750,84,116,8599,2940,5620,99.5464588905687,8,NA,2,29,8599,34,NA,19,5830,2681,35,8599,2,29,1,224,69,8240,34,8599,26,3,687,7799,84,8599,8587,3,1,2,2,NA,NA,4,8599,1201,716,2,NA,NA,NA,2,6649,28,1,8599,5996,2581,8,NA,NA,NA,NA,13,NA,1,8599,6811,1071,NA,171,17,414,13,NA,102,8599,2159,8108,4213,8166,4058,4115,8599,2789,63,397,2,3,35,4
"233","MMR013","Yangon","MMR013D004","Yangon (West)","MMR013036","Latha",4473,2679,1794,40.1073105298457,18161,6896,4.06013860943438,506,708,865,830,606,376,241,141,200,4473,3976,364,79,54,NA,NA,NA,NA,4473,3192,834,170,244,20,13,4473,1651,2821,99.9776436396155,1,NA,NA,NA,4473,2,NA,24,3244,1199,4,4473,1,NA,NA,86,30,4340,16,4473,NA,NA,477,3958,38,4473,4471,1,1,NA,NA,NA,NA,NA,4473,1118,100,NA,NA,NA,NA,1,3233,20,1,4473,3817,647,4,NA,NA,NA,NA,5,NA,NA,4473,3492,521,1,83,2,309,18,NA,47,4473,1211,4163,2239,4143,1720,1441,4473,1273,11,90,1,2,7,5
"234","MMR013","Yangon","MMR013D004","Yangon (West)","MMR013037","Ahlone",10943,7754,3189,29.1419172073472,48612,6870,4.44229187608517,605,1524,2055,2365,1670,1038,659,460,567,10943,7556,531,652,1770,366,12,11,45,10943,5766,2330,432,1893,145,377,10943,2802,7880,97.614913643425,10,173,30,48,10943,220,3,34,7563,3075,48,10943,42,496,3,1444,191,8726,41,10943,275,25,2108,8463,72,10943,10834,13,21,64,NA,NA,3,8,10943,406,2538,14,NA,7,2,NA,7943,19,14,10943,2181,8707,15,NA,8,1,NA,21,1,9,10943,9012,697,NA,90,105,969,18,NA,52,10943,7173,10229,2659,10069,4041,4436,10943,2511,142,1784,8,8,22,5
"235","MMR013","Yangon","MMR013D004","Yangon (West)","MMR013038","Kyeemyindaing",23062,16841,6221,26.9751105715029,106702,4812,4.62674529529095,1056,2984,4385,4618,3607,2324,1573,1164,1351,23062,8522,1514,1687,7761,3064,60,31,423,23062,15565,5693,920,710,47,127,23062,2164,15167,75.1495967392247,395,5011,61,264,23062,2118,2,42,19082,1793,25,23062,4626,1218,3,4795,563,11627,230,23062,2392,45,9635,10687,303,23062,19669,24,750,2514,84,NA,7,14,23062,1206,5744,23,41,5425,4,8,8769,1614,228,23062,909,17569,58,45,4397,12,NA,28,7,37,23062,15512,657,1,235,832,5604,104,NA,117,23062,13837,18708,2958,17242,4820,7266,23062,2954,872,3622,23,602,115,190
"236","MMR013","Yangon","MMR013D004","Yangon (West)","MMR013039","Sanchaung",20635,13417,7218,34.9794039253695,87228,12391,4.22718681851224,1332,3138,4203,4355,3026,1863,1071,803,844,20635,15372,964,1585,2607,22,39,10,36,20635,13004,5659,935,842,71,124,20635,5858,14746,99.8497698085777,21,3,3,4,20635,57,2,50,17601,2907,18,20635,12,94,1,2623,184,17675,46,20635,36,26,4955,15459,159,20635,20589,21,8,9,1,NA,NA,7,20635,1005,5101,20,NA,6,3,5,14388,65,42,20635,2948,17490,69,1,6,4,NA,73,NA,44,20635,17890,1383,2,212,23,1006,22,1,96,20635,9940,19630,5570,19611,9029,8668,20635,5244,142,1872,18,9,20,28
"237","MMR013","Yangon","MMR013D004","Yangon (West)","MMR013040","Hlaing",32837,23184,9653,29.3967171178853,147191,13116,4.48247403843226,1534,4464,6409,6879,5095,3222,2083,1507,1644,32837,17803,2665,3494,7969,538,52,41,275,32837,17597,9881,1132,3378,533,316,32837,4804,27809,99.3178426774675,86,25,7,106,32837,462,22,156,23272,8754,171,32837,282,1441,7,6916,588,23406,197,32837,341,89,10630,21284,493,32837,32476,27,144,157,NA,NA,8,25,32837,3777,9900,71,15,4,2,2,18899,45,122,32837,8763,23512,123,16,39,NA,NA,343,7,34,32837,28180,1322,3,251,224,2632,84,NA,141,32837,17926,30292,5892,29369,9641,17671,32837,5904,709,11602,93,78,102,88
"238","MMR013","Yangon","MMR013D004","Yangon (West)","MMR013041","Kamaryut",16299,11021,5278,32.3823547456899,72697,11872,4.46021228296214,901,2299,3159,3311,2487,1568,1008,675,891,16299,12239,1353,1051,1444,139,15,17,41,16299,8706,4534,511,2214,173,161,16299,5079,11185,99.7852628995644,25,NA,3,7,16299,85,5,22,12059,4106,22,16299,5,457,3,1198,124,14473,39,16299,119,13,2771,13114,282,16299,16258,12,7,7,10,NA,NA,5,16299,560,3949,15,1,11,6,1,11724,28,4,16299,1286,14863,26,NA,15,NA,NA,105,NA,4,16299,13915,1147,2,209,162,758,18,NA,88,16299,6304,14942,4029,15536,7220,9591,16299,4216,200,2744,18,7,23,24
